timestamp,price
2026-03-28 04:18:28+00:00,0.5
2026-03-28 04:19:29+00:00,0.5
2026-03-28 04:20:31+00:00,0.5
2026-03-28 04:21:31+00:00,0.5
2026-03-28 04:22:26+00:00,0.5
2026-03-28 04:23:28+00:00,0.5
2026-03-28 04:24:30+00:00,0.5
2026-03-28 04:25:41+00:00,0.5
2026-03-28 04:26:26+00:00,0.5
2026-03-28 04:27:26+00:00,0.5
2026-03-28 04:28:30+00:00,0.5
2026-03-28 04:29:29+00:00,0.5
2026-03-28 04:30:31+00:00,0.5
2026-03-28 04:31:27+00:00,0.5
2026-03-28 04:32:32+00:00,0.5
2026-03-28 04:33:31+00:00,0.5
2026-03-28 04:34:28+00:00,0.5
2026-03-28 04:35:27+00:00,0.5
2026-03-28 04:36:28+00:00,0.5
2026-03-28 04:37:26+00:00,0.5
2026-03-28 04:38:26+00:00,0.5
2026-03-28 04:39:43+00:00,0.5
2026-03-28 04:40:32+00:00,0.5
2026-03-28 04:41:25+00:00,0.5
2026-03-28 04:42:26+00:00,0.5
2026-03-28 04:43:25+00:00,0.5
2026-03-28 04:44:26+00:00,0.5
2026-03-28 04:45:28+00:00,0.5
2026-03-28 04:46:26+00:00,0.505
2026-03-28 04:47:29+00:00,0.505
2026-03-28 04:48:27+00:00,0.51
2026-03-28 04:49:30+00:00,0.515
2026-03-28 04:50:32+00:00,0.52
2026-03-28 04:51:27+00:00,0.525
2026-03-28 04:52:28+00:00,0.53
2026-03-28 04:53:27+00:00,0.535
2026-03-28 04:54:27+00:00,0.54
2026-03-28 04:55:29+00:00,0.54
2026-03-28 04:56:27+00:00,0.54
2026-03-28 04:57:27+00:00,0.54
2026-03-28 04:58:41+00:00,0.54
2026-03-28 04:59:27+00:00,0.54
2026-03-28 05:00:29+00:00,0.54
2026-03-28 05:01:43+00:00,0.54
2026-03-28 05:02:30+00:00,0.54
2026-03-28 05:03:26+00:00,0.54
2026-03-28 05:04:26+00:00,0.54
