timestamp,price
2025-01-27 18:13:03+00:00,0.5
2025-01-27 18:14:04+00:00,0.5
2025-01-27 18:15:03+00:00,0.5
2025-01-27 18:16:03+00:00,0.455
2025-01-27 18:17:04+00:00,0.455
2025-01-27 18:18:04+00:00,0.455
2025-01-27 18:19:04+00:00,0.455
2025-01-27 18:20:04+00:00,0.455
2025-01-27 18:21:04+00:00,0.455
2025-01-27 18:22:03+00:00,0.455
2025-01-27 18:23:03+00:00,0.455
2025-01-27 18:24:03+00:00,0.455
2025-01-27 18:25:03+00:00,0.455
2025-01-27 18:26:03+00:00,0.455
2025-01-27 18:27:03+00:00,0.455
2025-01-27 18:28:03+00:00,0.455
2025-01-27 18:29:04+00:00,0.455
2025-01-27 18:30:04+00:00,0.455
2025-01-27 18:31:04+00:00,0.445
2025-01-27 18:32:04+00:00,0.45
2025-01-27 18:33:03+00:00,0.45
2025-01-27 18:34:04+00:00,0.45
2025-01-27 18:35:04+00:00,0.45
2025-01-27 18:36:04+00:00,0.45
2025-01-27 18:37:03+00:00,0.45
2025-01-27 18:38:03+00:00,0.45
2025-01-27 18:39:03+00:00,0.45
2025-01-27 18:40:03+00:00,0.45
2025-01-27 18:41:03+00:00,0.45
2025-01-27 18:42:04+00:00,0.45
2025-01-27 18:43:03+00:00,0.455
2025-01-27 18:44:03+00:00,0.45
2025-01-27 18:45:04+00:00,0.455
2025-01-27 18:46:04+00:00,0.45
2025-01-27 18:47:03+00:00,0.45
2025-01-27 18:48:04+00:00,0.455
2025-01-27 18:49:04+00:00,0.45
2025-01-27 18:50:03+00:00,0.445
2025-01-27 18:51:04+00:00,0.45
2025-01-27 18:52:04+00:00,0.445
2025-01-27 18:53:03+00:00,0.44
2025-01-27 18:54:03+00:00,0.44
2025-01-27 18:55:03+00:00,0.44
2025-01-27 18:56:03+00:00,0.44
2025-01-27 18:57:03+00:00,0.44
2025-01-27 18:58:04+00:00,0.44
2025-01-27 18:59:03+00:00,0.44
2025-01-27 19:00:04+00:00,0.44
2025-01-27 19:01:03+00:00,0.44
2025-01-27 19:02:03+00:00,0.44
2025-01-27 19:03:03+00:00,0.44
2025-01-27 19:04:03+00:00,0.44
2025-01-27 19:05:04+00:00,0.44
2025-01-27 19:06:04+00:00,0.44
2025-01-27 19:07:04+00:00,0.435
2025-01-27 19:08:04+00:00,0.435
2025-01-27 19:09:03+00:00,0.435
2025-01-27 19:10:04+00:00,0.435
2025-01-27 19:11:03+00:00,0.435
2025-01-27 19:12:03+00:00,0.44
2025-01-27 19:13:03+00:00,0.44
2025-01-27 19:14:03+00:00,0.44
2025-01-27 19:15:04+00:00,0.44
2025-01-27 19:16:04+00:00,0.44
2025-01-27 19:17:03+00:00,0.44
2025-01-27 19:18:04+00:00,0.44
2025-01-27 19:19:03+00:00,0.44
2025-01-27 19:20:04+00:00,0.44
2025-01-27 19:21:03+00:00,0.435
2025-01-27 19:22:04+00:00,0.435
2025-01-27 19:23:03+00:00,0.435
2025-01-27 19:24:03+00:00,0.435
2025-01-27 19:25:03+00:00,0.435
2025-01-27 19:26:03+00:00,0.435
2025-01-27 19:27:03+00:00,0.435
2025-01-27 19:28:04+00:00,0.435
2025-01-27 19:29:03+00:00,0.435
2025-01-27 19:30:04+00:00,0.445
2025-01-27 19:31:03+00:00,0.445
2025-01-27 19:32:04+00:00,0.445
2025-01-27 19:33:03+00:00,0.435
2025-01-27 19:34:04+00:00,0.435
2025-01-27 19:35:04+00:00,0.435
2025-01-27 19:36:03+00:00,0.435
2025-01-27 19:37:03+00:00,0.435
2025-01-27 19:38:04+00:00,0.435
2025-01-27 19:39:03+00:00,0.435
2025-01-27 19:40:03+00:00,0.435
2025-01-27 19:41:03+00:00,0.435
2025-01-27 19:42:04+00:00,0.44
2025-01-27 19:43:03+00:00,0.44
2025-01-27 19:44:04+00:00,0.44
2025-01-27 19:45:03+00:00,0.44
2025-01-27 19:46:04+00:00,0.44
2025-01-27 19:47:03+00:00,0.44
2025-01-27 19:48:04+00:00,0.44
2025-01-27 19:49:03+00:00,0.44
2025-01-27 19:50:03+00:00,0.44
2025-01-27 19:51:03+00:00,0.44
2025-01-27 19:52:03+00:00,0.44
2025-01-27 19:53:04+00:00,0.44
2025-01-27 19:54:03+00:00,0.44
2025-01-27 19:55:03+00:00,0.44
2025-01-27 19:56:04+00:00,0.44
2025-01-27 19:57:04+00:00,0.44
2025-01-27 19:58:04+00:00,0.44
2025-01-27 19:59:04+00:00,0.44
2025-01-27 20:00:04+00:00,0.44
2025-01-27 20:01:04+00:00,0.44
2025-01-27 20:02:03+00:00,0.44
2025-01-27 20:03:04+00:00,0.44
2025-01-27 20:04:03+00:00,0.44
2025-01-27 20:05:04+00:00,0.44
2025-01-27 20:06:04+00:00,0.44
2025-01-27 20:07:04+00:00,0.44
2025-01-27 20:08:03+00:00,0.44
2025-01-27 20:09:04+00:00,0.44
2025-01-27 20:10:04+00:00,0.44
2025-01-27 20:11:04+00:00,0.44
2025-01-27 20:12:03+00:00,0.44
2025-01-27 20:13:03+00:00,0.44
2025-01-27 20:14:03+00:00,0.44
2025-01-27 20:15:04+00:00,0.44
2025-01-27 20:16:04+00:00,0.44
2025-01-27 20:17:04+00:00,0.44
2025-01-27 20:18:04+00:00,0.44
2025-01-27 20:19:03+00:00,0.44
2025-01-27 20:20:04+00:00,0.44
2025-01-27 20:21:04+00:00,0.44
