timestamp,price
2025-12-08 01:11:08+00:00,0.9985
2025-12-08 01:12:08+00:00,0.9985
2025-12-08 01:13:08+00:00,0.9985
2025-12-08 01:14:08+00:00,0.9985
2025-12-08 01:15:09+00:00,0.9985
2025-12-08 01:16:08+00:00,0.9985
2025-12-08 01:17:08+00:00,0.9985
2025-12-08 01:18:10+00:00,0.9985
2025-12-08 01:19:08+00:00,0.9985
2025-12-08 01:20:09+00:00,0.9985
2025-12-08 01:21:08+00:00,0.9985
2025-12-08 01:22:08+00:00,0.9985
2025-12-08 01:23:08+00:00,0.9985
2025-12-08 01:24:08+00:00,0.9985
2025-12-08 01:25:16+00:00,0.9985
2025-12-08 01:26:08+00:00,0.9985
2025-12-08 01:27:08+00:00,0.9985
2025-12-08 01:28:08+00:00,0.9985
2025-12-08 01:29:08+00:00,0.9985
2025-12-08 01:30:13+00:00,0.9985
2025-12-08 01:31:08+00:00,0.9985
2025-12-08 01:32:09+00:00,0.9985
2025-12-08 01:33:08+00:00,0.9985
2025-12-08 01:34:08+00:00,0.9985
2025-12-08 01:35:09+00:00,0.9985
2025-12-08 01:36:09+00:00,0.9985
2025-12-08 01:37:08+00:00,0.9985
2025-12-08 01:38:08+00:00,0.9985
2025-12-08 01:39:08+00:00,0.9985
2025-12-08 01:40:09+00:00,0.9985
2025-12-08 01:41:08+00:00,0.9985
2025-12-08 01:42:09+00:00,0.9985
2025-12-08 01:43:08+00:00,0.9985
2025-12-08 01:44:08+00:00,0.9985
2025-12-08 01:45:24+00:00,0.9985
2025-12-08 01:46:08+00:00,0.9985
2025-12-08 01:47:08+00:00,0.9985
2025-12-08 01:48:17+00:00,0.9985
2025-12-08 01:49:08+00:00,0.9985
2025-12-08 01:50:10+00:00,0.9985
2025-12-08 01:51:08+00:00,0.9985
2025-12-08 01:52:08+00:00,0.9985
2025-12-08 01:53:08+00:00,0.9985
2025-12-08 01:54:09+00:00,0.9985
2025-12-08 01:55:10+00:00,0.9985
2025-12-08 01:56:08+00:00,0.9985
2025-12-08 01:57:08+00:00,0.9985
2025-12-08 01:58:08+00:00,0.9985
2025-12-08 01:59:08+00:00,0.9985
2025-12-08 02:00:14+00:00,0.9985
2025-12-08 02:01:22+00:00,0.9985
2025-12-08 02:02:08+00:00,0.9985
2025-12-08 02:03:08+00:00,0.9985
2025-12-08 02:04:08+00:00,0.9985
2025-12-08 02:05:09+00:00,0.9985
2025-12-08 02:06:09+00:00,0.9985
2025-12-08 02:07:08+00:00,0.9985
2025-12-08 02:08:08+00:00,0.9985
2025-12-08 02:09:09+00:00,0.9985
2025-12-08 02:10:09+00:00,0.9985
2025-12-08 02:11:08+00:00,0.9985
2025-12-08 02:12:08+00:00,0.9985
2025-12-08 02:13:08+00:00,0.9985
2025-12-08 02:14:19+00:00,0.9985
2025-12-08 02:15:09+00:00,0.9985
2025-12-08 02:16:08+00:00,0.9985
2025-12-08 02:17:08+00:00,0.9985
2025-12-08 02:18:08+00:00,0.9985
2025-12-08 02:19:08+00:00,0.9985
2025-12-08 02:20:09+00:00,0.9985
2025-12-08 02:21:08+00:00,0.9985
2025-12-08 02:22:08+00:00,0.9985
2025-12-08 02:23:08+00:00,0.9985
2025-12-08 02:24:08+00:00,0.9985
2025-12-08 02:25:09+00:00,0.9985
2025-12-08 02:26:08+00:00,0.9985
2025-12-08 02:27:08+00:00,0.9985
2025-12-08 02:28:08+00:00,0.9985
2025-12-08 02:29:08+00:00,0.9985
2025-12-08 02:30:14+00:00,0.9985
2025-12-08 02:31:08+00:00,0.9985
2025-12-08 02:32:08+00:00,0.9985
2025-12-08 02:33:08+00:00,0.9985
2025-12-08 02:34:09+00:00,0.9985
2025-12-08 02:35:09+00:00,0.9985
2025-12-08 02:36:09+00:00,0.9985
2025-12-08 02:37:20+00:00,0.9985
2025-12-08 02:38:08+00:00,0.9985
2025-12-08 02:39:22+00:00,0.9985
2025-12-08 02:40:09+00:00,0.9985
2025-12-08 02:41:08+00:00,0.9985
2025-12-08 02:42:08+00:00,0.9985
2025-12-08 02:43:08+00:00,0.9985
2025-12-08 02:44:08+00:00,0.9985
2025-12-08 02:45:09+00:00,0.9985
2025-12-08 02:46:08+00:00,0.9985
2025-12-08 02:47:08+00:00,0.9985
2025-12-08 02:48:09+00:00,0.9985
2025-12-08 02:49:08+00:00,0.9985
2025-12-08 02:50:09+00:00,0.9985
2025-12-08 02:51:08+00:00,0.9985
2025-12-08 02:52:08+00:00,0.9985
2025-12-08 02:53:08+00:00,0.9985
2025-12-08 02:54:08+00:00,0.9985
2025-12-08 02:55:09+00:00,0.9985
2025-12-08 02:56:08+00:00,0.9985
2025-12-08 02:57:08+00:00,0.9985
2025-12-08 02:58:08+00:00,0.9985
2025-12-08 02:59:08+00:00,0.9985
2025-12-08 03:00:15+00:00,0.9985
2025-12-08 03:01:08+00:00,0.9985
2025-12-08 03:02:08+00:00,0.9985
2025-12-08 03:03:21+00:00,0.9985
2025-12-08 03:04:08+00:00,0.9985
2025-12-08 03:05:10+00:00,0.9985
2025-12-08 03:06:07+00:00,0.9985
2025-12-08 03:07:08+00:00,0.9985
2025-12-08 03:08:07+00:00,0.9985
2025-12-08 03:09:08+00:00,0.9985
2025-12-08 03:10:09+00:00,0.9985
2025-12-08 03:11:08+00:00,0.9985
2025-12-08 03:12:08+00:00,0.9985
2025-12-08 03:13:08+00:00,0.9985
2025-12-08 03:14:08+00:00,0.9985
2025-12-08 03:15:23+00:00,0.9985
2025-12-08 03:16:08+00:00,0.9985
2025-12-08 03:17:22+00:00,0.9985
2025-12-08 03:18:08+00:00,0.9985
2025-12-08 03:19:08+00:00,0.9985
2025-12-08 03:20:10+00:00,0.9985
2025-12-08 03:21:09+00:00,0.9985
2025-12-08 03:22:08+00:00,0.9985
2025-12-08 03:23:08+00:00,0.9985
2025-12-08 03:24:09+00:00,0.9985
2025-12-08 03:25:09+00:00,0.9985
2025-12-08 03:26:08+00:00,0.9985
2025-12-08 03:27:08+00:00,0.9985
2025-12-08 03:28:08+00:00,0.9985
2025-12-08 03:29:22+00:00,0.9985
2025-12-08 03:30:28+00:00,0.9985
2025-12-08 03:31:08+00:00,0.9985
2025-12-08 03:32:07+00:00,0.9985
2025-12-08 03:33:08+00:00,0.9985
2025-12-08 03:34:08+00:00,0.9985
2025-12-08 03:35:09+00:00,0.9985
2025-12-08 03:36:08+00:00,0.9985
2025-12-08 03:37:07+00:00,0.9985
2025-12-08 03:38:08+00:00,0.9985
2025-12-08 03:39:08+00:00,0.9985
2025-12-08 03:40:23+00:00,0.9985
2025-12-08 03:41:08+00:00,0.9985
2025-12-08 03:42:08+00:00,0.9985
2025-12-08 03:43:08+00:00,0.9985
2025-12-08 03:44:09+00:00,0.9985
2025-12-08 03:45:09+00:00,0.9985
2025-12-08 03:46:08+00:00,0.9985
2025-12-08 03:47:08+00:00,0.9985
2025-12-08 03:48:09+00:00,0.9985
2025-12-08 03:49:08+00:00,0.9985
2025-12-08 03:50:09+00:00,0.9985
2025-12-08 03:51:08+00:00,0.9985
2025-12-08 03:52:08+00:00,0.9985
2025-12-08 03:53:08+00:00,0.9985
2025-12-08 03:54:23+00:00,0.9985
2025-12-08 03:55:24+00:00,0.9985
2025-12-08 03:56:08+00:00,0.9985
2025-12-08 03:57:08+00:00,0.9985
2025-12-08 03:58:08+00:00,0.9985
2025-12-08 03:59:08+00:00,0.9985
2025-12-08 04:00:14+00:00,0.9985
2025-12-08 04:01:09+00:00,0.9985
2025-12-08 04:02:23+00:00,0.9985
2025-12-08 04:03:09+00:00,0.9985
2025-12-08 04:04:08+00:00,0.9985
2025-12-08 04:05:09+00:00,0.9985
2025-12-08 04:06:08+00:00,0.9985
2025-12-08 04:07:07+00:00,0.9985
2025-12-08 04:08:09+00:00,0.9985
2025-12-08 04:09:08+00:00,0.9985
2025-12-08 04:10:09+00:00,0.9985
2025-12-08 04:11:09+00:00,0.9985
2025-12-08 04:12:08+00:00,0.9985
2025-12-08 04:13:08+00:00,0.9985
2025-12-08 04:14:08+00:00,0.9985
2025-12-08 04:15:10+00:00,0.9985
2025-12-08 04:16:08+00:00,0.9985
2025-12-08 04:17:07+00:00,0.9985
2025-12-08 04:18:09+00:00,0.9985
